Filename,Path,Reason
final_train_1139_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1139_right.txt,Does not start with 2
final_train_128_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_128_left.txt,Starts with 1
final_train_1908_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1908_right.txt,Starts with 1
final_train_1867_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1867_left.txt,Starts with 1
final_train_1887_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1887_right.txt,Starts with 1
final_train_1038_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1038_left.txt,Does not start with 2
final_train_780_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_780_left.txt,Does not start with 2
final_train_977_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_977_left.txt,Starts with 1
final_train_1249_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1249_right.txt,Starts with 1
final_train_1294_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1294_right.txt,Does not start with 2
final_train_836_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_836_left.txt,Starts with 1
final_train_51_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_51_left.txt,Does not start with 2
final_train_1893_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1893_right.txt,Does not start with 2
final_train_1927_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1927_left.txt,Starts with 1
final_train_1926_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1926_left.txt,Starts with 1
final_train_1285_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1285_left.txt,Starts with 1
final_train_627_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_627_right.txt,Does not start with 2
final_train_885_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_885_right.txt,Does not start with 2
final_train_557_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_557_right.txt,Does not start with 2
final_train_394_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_394_left.txt,Does not start with 2
final_train_1070_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1070_left.txt,Does not start with 2
final_train_161_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_161_left.txt,Does not start with 2
final_train_1227_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1227_right.txt,Does not start with 2
final_train_2042_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_2042_left.txt,Does not start with 2
final_train_435_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_435_left.txt,Does not start with 2
final_train_653_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_653_left.txt,Starts with 1
final_train_99_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_99_right.txt,Does not start with 2
final_train_2012_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_2012_right.txt,Starts with 1
final_train_652_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_652_left.txt,Starts with 1
final_train_434_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_434_left.txt,Starts with 1
final_train_1525_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1525_left.txt,Does not start with 2
final_train_1743_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1743_left.txt,Does not start with 2
final_train_377_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_377_right.txt,Does not start with 2
final_train_1524_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1524_left.txt,Starts with 1
final_train_27_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_27_left.txt,Starts with 1
final_train_1368_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1368_left.txt,Starts with 1
final_train_840_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_840_left.txt,Starts with 1
final_train_1369_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1369_left.txt,Does not start with 2
final_train_841_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_841_left.txt,Starts with 1
final_train_1756_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1756_right.txt,Does not start with 2
final_train_1950_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1950_left.txt,Does not start with 2
final_train_278_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_278_left.txt,Does not start with 2
final_train_279_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_279_left.txt,Starts with 1
final_train_606_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_606_right.txt,Does not start with 2
final_train_1095_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1095_left.txt,Does not start with 2
final_train_740_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_740_right.txt,Starts with 1
final_train_184_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_184_left.txt,Starts with 1
final_train_185_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_185_left.txt,Starts with 1
final_train_948_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_948_left.txt,Does not start with 2
final_train_1261_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1261_left.txt,Starts with 1
final_train_1007_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1007_left.txt,Does not start with 2
final_train_1389_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1389_right.txt,Does not start with 2
final_train_949_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_949_left.txt,Does not start with 2
final_train_1858_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1858_left.txt,Does not start with 2
final_train_1801_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1801_right.txt,Does not start with 2
final_train_1030_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1030_right.txt,Starts with 1
final_train_624_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_624_left.txt,Does not start with 2
final_train_2034_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_2034_left.txt,Starts with 1
final_train_1734_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1734_left.txt,Does not start with 2
final_train_356_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_356_right.txt,Does not start with 2
final_train_1553_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1553_left.txt,Starts with 1
final_train_998_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_998_right.txt,Does not start with 2
final_train_1735_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1735_left.txt,Starts with 1
final_train_497_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_497_right.txt,Does not start with 2
final_train_174_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_174_right.txt,Does not start with 2
final_train_1413_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1413_left.txt,Starts with 1
final_train_945_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_945_right.txt,Does not start with 2
final_train_1675_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1675_left.txt,Does not start with 2
final_train_668_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_668_right.txt,Does not start with 2
final_train_1674_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1674_left.txt,Does not start with 2
final_train_1412_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1412_left.txt,Starts with 1
final_train_1882_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1882_left.txt,Does not start with 2
final_train_2027_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_2027_right.txt,Starts with 1
final_train_1212_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1212_right.txt,Starts with 1
final_train_1024_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1024_right.txt,Does not start with 2
final_train_1588_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1588_left.txt,Starts with 1
final_train_1918_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1918_left.txt,Starts with 1
final_train_809_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_809_left.txt,Does not start with 2
final_train_499_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_499_left.txt,Starts with 1
final_train_1354_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1354_right.txt,Does not start with 2
final_train_808_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_808_left.txt,Starts with 1
final_train_1481_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1481_right.txt,Does not start with 2
final_train_1320_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1320_left.txt,Does not start with 2
final_train_879_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_879_right.txt,Starts with 1
final_train_562_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_562_right.txt,Does not start with 2
final_train_1811_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1811_left.txt,Does not start with 2
final_train_1481_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1481_left.txt,Does not start with 2
final_train_1480_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1480_left.txt,Does not start with 2
final_train_591_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_591_left.txt,Does not start with 2
final_train_1268_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1268_right.txt,Does not start with 2
final_train_1229_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1229_left.txt,Does not start with 2
final_train_1097_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1097_right.txt,Does not start with 2
final_train_900_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_900_left.txt,Does not start with 2
final_train_1228_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1228_left.txt,Does not start with 2
final_train_507_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_507_right.txt,Starts with 1
final_train_863_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_863_left.txt,Starts with 1
final_train_862_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_862_left.txt,Does not start with 2
final_train_694_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_694_left.txt,Does not start with 2
final_train_1973_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1973_left.txt,Does not start with 2
final_train_1972_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1972_left.txt,Does not start with 2
final_train_1784_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1784_left.txt,Starts with 1
final_train_394_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_394_right.txt,Does not start with 2
final_train_1457_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1457_right.txt,Starts with 1
final_train_568_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_568_left.txt,Starts with 1
final_train_1479_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1479_left.txt,Does not start with 2
final_train_1025_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1025_left.txt,Does not start with 2
final_train_1243_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1243_left.txt,Starts with 1
final_train_111_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_111_right.txt,Starts with 1
final_train_1024_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_1024_left.txt,Does not start with 2
final_train_2042_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_2042_right.txt,Does not start with 2
final_train_135_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_135_left.txt,Starts with 1
final_train_353_left.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_353_left.txt,Does not start with 2
final_train_782_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_782_right.txt,Does not start with 2
final_train_261_right.txt,../datasets/SkyFusion/final_train_v1/annotations/final_train_261_right.txt,Does not start with 2
